Date,Pays,Infections,Deces,Guerisons,TauxDeces,TauxGuerison,TauxInfection
2021-01-01,Émirats Arabes Unis,209678,671,186019,0.32,88.72,10.96
2021-01-01,Afghanistan,51526,2191,41727,4.25,80.98,14.77
2021-01-01,Andorre,8117,84,7463,1.03,91.94,7.02
2020-12-31,Andorre,8049,84,7432,1.04,92.33,6.62
2020-12-31,Afghanistan,51526,2191,41727,4.25,80.98,14.77
2020-12-31,Émirats Arabes Unis,207822,669,184442,0.32,88.75,10.93
2020-12-31,Antigua-et-Barbuda,159,5,148,3.14,93.08,3.77
2020-12-31,Albanie,58316,1181,33634,2.03,57.68,40.30
2020-12-31,Arménie,159409,2823,142801,1.77,89.58,8.65
2020-12-31,Angola,17553,405,11044,2.31,62.92,34.77
2020-12-31,Argentine,1625514,43245,1426676,2.66,87.77,9.57
2020-12-31,Autriche,360815,6222,332952,1.72,92.28,6.00
2020-12-31,Australie,28425,909,25762,3.20,90.63,6.17
2020-12-31,Azerbaïdjan,218700,2641,184422,1.21,84.33,14.47
2020-12-31,Bosnie-Herzégovine,110985,4050,77225,3.65,69.58,26.77
2020-12-31,Barbade,383,7,319,1.83,83.29,14.88
2020-12-31,Bangladesh,513510,7559,457459,1.47,89.08,9.44
2020-12-31,Belgique,646496,19528,0,3.02,0.00,96.98
2020-12-31,Burkina Faso,6707,85,5100,1.27,76.04,22.69
2020-12-31,Bulgarie,202266,7576,119527,3.75,59.09,37.16
2020-12-31,Bahreïn,92675,352,90217,0.38,97.35,2.27
2020-12-31,Burundi,818,2,687,0.24,83.99,15.77
2020-12-31,Bénin,3251,44,3061,1.35,94.16,4.49
2020-12-31,Saint Barthélemy,190,1,172,0.53,90.53,8.95
2020-12-31,Brunéi Darussalam,157,3,149,1.91,94.90,3.18
2020-12-31,Bolivie,160124,9165,132097,5.72,82.50,11.78
2020-12-31,Brésil,7675973,194949,6848844,2.54,89.22,8.24
2020-12-31,Bahamas,7871,170,6230,2.16,79.15,18.69
2020-12-31,Bhoutan,670,0,448,0.00,66.87,33.13
2020-12-31,Bélarus,194284,1424,175147,0.73,90.15,9.12
2020-12-31,Botswana,14805,42,12136,0.28,81.97,17.74
2020-12-31,Belize,10776,248,9795,2.30,90.90,6.80
2020-12-31,Canada,584409,15632,493638,2.67,84.47,12.86
2020-12-31,Rép. Dém. du Congo,17658,591,14701,3.35,83.25,13.40
2020-12-31,République Centrafricaine,4963,63,1924,1.27,38.77,59.96
2020-12-31,Congo (Brazzaville),7107,108,5846,1.52,82.26,16.22
2020-12-31,Suisse,452296,7645,317600,1.69,70.22,28.09
2020-12-31,Côte d'Ivoire,22490,137,21934,0.61,97.53,1.86
2020-12-31,Chili,608973,16608,577382,2.73,94.81,2.46
2020-12-31,Cameroun,26277,448,24892,1.70,94.73,3.57
2020-12-31,Chine,87071,4634,82064,5.32,94.25,0.43
2020-12-31,Colombie,1642775,43213,1508419,2.63,91.82,5.55
2020-12-31,Costa Rica,169321,2185,131923,1.29,77.91,20.80
2020-12-31,Cap-vert,11840,113,11559,0.95,97.63,1.42
2020-12-31,Cuba,11863,146,10125,1.23,85.35,13.42
2020-12-31,Chypre,22019,119,2057,0.54,9.34,90.12
2020-12-31,République Tchèque,718661,11580,592581,1.61,82.46,15.93
2020-12-31,Allemagne,1760520,33791,1350708,1.92,76.72,21.36
2020-12-31,Djibouti,5831,61,5728,1.05,98.23,0.72
2020-12-31,Danemark,163506,1298,127297,0.79,77.85,21.35
2020-12-31,Dominique,88,0,83,0.00,94.32,5.68
2020-12-31,République Dominicaine,170785,2414,131185,1.41,76.81,21.77
2020-12-31,Algérie,99610,2756,67127,2.77,67.39,29.84
2020-12-31,Équateur,212512,14034,184507,6.60,86.82,6.57
2020-12-31,Estonie,27990,229,18326,0.82,65.47,33.71
2020-12-31,Égypte,138062,7631,112105,5.53,81.20,13.27
2020-12-31,Érythrée,1252,1,643,0.08,51.36,48.56
2020-12-31,Espagne,1928265,50837,150376,2.64,7.80,89.57
2020-12-31,Éthiopie,124264,1923,112096,1.55,90.21,8.24
2020-12-31,Finlande,36107,561,29000,1.55,80.32,18.13
2020-12-31,Fidji,49,2,44,4.08,89.80,6.12
2020-12-31,Îles Féroé,610,0,547,0.00,89.67,10.33
2020-12-31,France,2721907,64632,194221,2.37,7.14,90.49
2020-12-31,Gabon,9571,64,9388,0.67,98.09,1.24
2020-12-31,Royaume-Uni,2494191,73615,4241,2.95,0.17,96.88
2020-12-31,Grenade,127,0,107,0.00,84.25,15.75
2020-12-31,Géorgie,227420,2505,211727,1.10,93.10,5.80
2020-12-31,Guyane Française,13045,71,9995,0.54,76.62,22.84
2020-12-31,Ghana,54771,335,53594,0.61,97.85,1.54
2020-12-31,Gibraltar,2040,7,1238,0.34,60.69,38.97
2020-12-31,Gambie,3797,124,3664,3.27,96.50,0.24
2020-12-31,Guinée,13722,81,13141,0.59,95.77,3.64
2020-12-31,Guadeloupe,8620,155,2242,1.80,26.01,72.19
2020-12-31,Guinée Équatoriale,5277,86,5136,1.63,97.33,1.04
2020-12-31,Grèce,138850,4838,93764,3.48,67.53,28.99
2020-12-31,Guatemala,138012,4813,126028,3.49,91.32,5.20
2020-12-31,Guinée-Bissau,2452,45,2397,1.84,97.76,0.41
2020-12-31,Guyana,6332,164,5820,2.59,91.91,5.50
2020-12-31,Hong-Kong,8846,148,7813,1.67,88.32,10.00
2020-12-31,Honduras,121827,3130,56694,2.57,46.54,50.89
2020-12-31,Croatie,210837,3920,198018,1.86,93.92,4.22
2020-12-31,Haïti,10015,236,8624,2.36,86.11,11.53
2020-12-31,Hongrie,322514,9537,150102,2.96,46.54,50.50
2020-12-31,Indonésie,743198,22138,611097,2.98,82.23,14.80
2020-12-31,Irlande,91779,2237,23364,2.44,25.46,72.11
2020-12-31,Israël,423262,3325,376322,0.79,88.91,10.30
2020-12-31,Inde,10266674,148738,9860280,1.45,96.04,2.51
2020-12-31,Iraq,595291,12813,537841,2.15,90.35,7.50
2020-12-31,Iran,1225142,55223,988833,4.51,80.71,14.78
2020-12-31,Islande,5754,29,5578,0.50,96.94,2.55
2020-12-31,Italie,2107166,74159,1463111,3.52,69.44,27.05
2020-12-31,Jamaïque,12827,302,10383,2.35,80.95,16.70
2020-12-31,Jordanie,294494,3834,270551,1.30,91.87,6.83
2020-12-31,Japon,235811,3292,191295,1.40,81.12,17.48
2020-12-31,Kenya,96458,1670,78737,1.73,81.63,16.64
2020-12-31,Kirghizistan,81034,1355,75918,1.67,93.69,4.64
2020-12-31,Cambodge,378,0,362,0.00,95.77,4.23
2020-12-31,Comores,823,10,705,1.22,85.66,13.12
2020-12-31,Saint-Kitts-et-Nevis,32,0,29,0.00,90.63,9.38
2020-12-31,Corée du Sud,61769,917,42953,1.48,69.54,28.98
2020-12-31,Koweït,150584,934,146517,0.62,97.30,2.08
2020-12-31,Kazakhstan,201196,2761,175558,1.37,87.26,11.37
2020-12-31,Laos,41,0,40,0.00,97.56,2.44
2020-12-31,Liban,181503,1468,127959,0.81,70.50,28.69
2020-12-31,Sainte-Lucie,353,5,289,1.42,81.87,16.71
2020-12-31,Liechtenstein,2136,39,1810,1.83,84.74,13.44
2020-12-31,Sri Lanka,43299,204,35329,0.47,81.59,17.94
2020-12-31,Libéria,1779,83,1406,4.67,79.03,16.30
2020-12-31,Lesotho,3094,51,1480,1.65,47.83,50.52
2020-12-31,Lituanie,140579,1458,71028,1.04,50.53,48.44
2020-12-31,Luxembourg,46415,495,40978,1.07,88.29,10.65
2020-12-31,Lettonie,40904,635,27113,1.55,66.28,32.16
2020-12-31,Libye,100277,1478,72107,1.47,71.91,26.62
2020-12-31,Maroc,439193,7388,407504,1.68,92.78,5.53
2020-12-31,Monaco,875,3,708,0.34,80.91,18.74
2020-12-31,Moldavie,144818,2985,130643,2.06,90.21,7.73
2020-12-31,Montenegro,48247,682,38580,1.41,79.96,18.62
2020-12-31,Saint Martin,995,12,855,1.21,85.93,12.86
2020-12-31,Madagascar,17714,261,17228,1.47,97.26,1.27
2020-12-31,Îles Marshall,4,0,4,0.00,100.00,0.00
2020-12-31,Macédoine,83329,2503,61447,3.00,73.74,23.26
2020-12-31,Mali,7090,269,4650,3.79,65.59,30.62
2020-12-31,Birmanie,124630,2682,107069,2.15,85.91,11.94
2020-12-31,Mongolie,1220,1,837,0.08,68.61,31.31
2020-12-31,Macao,46,0,46,0.00,100.00,0.00
2020-12-31,Martinique,6072,42,98,0.69,1.61,97.69
2020-12-31,Mauritanie,14364,347,11380,2.42,79.23,18.36
2020-12-31,Malte,12774,219,11121,1.71,87.06,11.23
2020-12-31,Maurice,527,10,496,1.90,94.12,3.98
2020-12-31,Maldives,13757,48,13141,0.35,95.52,4.13
2020-12-31,Malawi,6583,189,5705,2.87,86.66,10.47
2020-12-31,Mexique,1426094,125807,1074795,8.82,75.37,15.81
2020-12-31,Malaisie,113010,471,88941,0.42,78.70,20.88
2020-12-31,Namibie,23941,205,20076,0.86,83.86,15.29
2020-12-31,Mozambique,18642,166,16663,0.89,89.38,9.73
2020-12-31,Nouvelle-Calédonie,38,0,38,0.00,100.00,0.00
2020-12-31,Niger,3323,104,1825,3.13,54.92,41.95
2020-12-31,Nigéria,87607,1289,73713,1.47,84.14,14.39
2020-12-31,Nicaragua,6046,165,4225,2.73,69.88,27.39
2020-12-31,Pays-Bas,808382,11525,9585,1.43,1.19,97.39
2020-12-31,Norvège,49567,436,17998,0.88,36.31,62.81
2020-12-31,Népal,260593,1856,252359,0.71,96.84,2.45
2020-12-31,Nouvelle-Zélande,2162,25,2082,1.16,96.30,2.54
2020-12-31,Oman,128867,1499,121890,1.16,94.59,4.25
2020-12-31,Panama,246790,4022,195138,1.63,79.07,19.30
2020-12-31,Pérou,1015137,37680,951318,3.71,93.71,2.57
2020-12-31,Polynésie Française,16926,114,4842,0.67,28.61,70.72
2020-12-31,Papouasie-Nouvelle-Guinée,780,9,661,1.15,84.74,14.10
2020-12-31,Philippines,474064,9244,439796,1.95,92.77,5.28
2020-12-31,Pakistan,482178,10176,437229,2.11,90.68,7.21
2020-12-31,Pologne,1294878,28554,1036138,2.21,80.02,17.78
2020-12-31,Palestine,138004,1400,117183,1.01,84.91,14.07
2020-12-31,Portugal,413678,6906,334276,1.67,80.81,17.52
2020-12-31,Paraguay,107932,2262,81977,2.10,75.95,21.95
2020-12-31,Qatar,143834,245,141422,0.17,98.32,1.51
2020-12-31,Réunion,8972,42,8496,0.47,94.69,4.84
2020-12-31,Roumanie,632263,15767,560793,2.49,88.70,8.81
2020-12-31,Serbie,337923,3211,0,0.95,0.00,99.05
2020-12-31,Russie,3127347,56271,2527722,1.80,80.83,17.37
2020-12-31,Rwanda,8383,92,6542,1.10,78.04,20.86
2020-12-31,Îles Salomon,17,0,5,0.00,29.41,70.59
2020-12-31,Arabie Saoudite,362741,6223,353853,1.72,97.55,0.73
2020-12-31,Seychelles,275,0,214,0.00,77.82,22.18
2020-12-31,Soudan,23316,1468,13524,6.30,58.00,35.70
2020-12-31,Suède,437379,8727,0,2.00,0.00,98.00
2020-12-31,Singapour,58599,29,58449,0.05,99.74,0.21
2020-12-31,Slovaquie,179543,2138,125971,1.19,70.16,28.65
2020-12-31,Slovénie,122152,2697,99382,2.21,81.36,16.43
2020-12-31,Sierra Leone,2611,76,1892,2.91,72.46,24.63
2020-12-31,Saint-Marin,2428,59,2042,2.43,84.10,13.47
2020-12-31,Sénégal,19140,410,17254,2.14,90.15,7.71
2020-12-31,Somalie,4714,130,3612,2.76,76.62,20.62
2020-12-31,Suriname,6210,122,5731,1.96,92.29,5.75
2020-12-31,Soudan du sud,3558,63,3131,1.77,88.00,10.23
2020-12-31,Sao Tomé-et-Principe,1014,17,971,1.68,95.76,2.56
2020-12-31,El Salvador,45960,1327,45960,2.89,100.00,-2.89
2020-12-31,Syrie,11434,711,5350,6.22,46.79,46.99
2020-12-31,Eswatini,9358,205,7073,2.19,75.58,22.23
2020-12-31,Tchad,2113,104,1704,4.92,80.64,14.43
2020-12-31,Togo,3633,68,3393,1.87,93.39,4.73
2020-12-31,Thaïlande,7163,63,4273,0.88,59.65,39.47
2020-12-31,Tadjikistan,13296,90,12851,0.68,96.65,2.67
2020-12-31,Timor-Leste,44,0,32,0.00,72.73,27.27
2020-12-31,Tunisie,139140,4676,105364,3.36,75.73,20.91
2020-12-31,Turquie,2208652,20881,2100650,0.95,95.11,3.94
2020-12-31,Trinité-et-Tobago,7150,127,6650,1.78,93.01,5.22
2020-12-31,Taïwan,799,7,671,0.88,83.98,15.14
2020-12-31,Tanzanie,509,21,183,4.13,35.95,59.92
2020-12-31,Ukraine,1086997,19281,736611,1.77,67.77,30.46
2020-12-31,Ouganda,35216,251,11733,0.71,33.32,65.97
2020-12-31,États-Unis,19968087,345737,0,1.73,0.00,98.27
2020-12-31,Uruguay,19119,181,13468,0.95,70.44,28.61
2020-12-31,Ouzbékistan,77060,614,74943,0.80,97.25,1.95
2020-12-31,Vatican,27,0,15,0.00,55.56,44.44
2020-12-31,St-Vincent / Grenadines,121,0,98,0.00,80.99,19.01
2020-12-31,Venezuela,113558,1028,107583,0.91,94.74,4.36
2020-12-31,Viet Nam,1465,35,1325,2.39,90.44,7.17
2020-12-31,Vanuatu,1,0,1,0.00,100.00,0.00
2020-12-31,Samoa,2,0,2,0.00,100.00,0.00
2020-12-31,Kosovo,51144,1332,40989,2.60,80.14,17.25
2020-12-31,Yémen,2099,610,1394,29.06,66.41,4.53
2020-12-31,Mayotte,5890,55,2964,0.93,50.32,48.74
2020-12-31,Afrique du Sud,1057161,28469,879671,2.69,83.21,14.10
2020-12-31,Zambie,20725,388,18660,1.87,90.04,8.09
2020-12-31,Zimbabwe,13867,363,11250,2.62,81.13,16.25
2020-12-31,Autres,721,15,706,2.08,97.92,0.00
2020-12-30,Autres,721,15,706,2.08,97.92,0.00
2020-12-30,Zimbabwe,13625,360,11154,2.64,81.86,15.49
2020-12-30,Zambie,20462,386,18530,1.89,90.56,7.56
2020-12-30,Afrique du Sud,1039161,28033,867597,2.70,83.49,13.81
2020-12-30,Mayotte,5890,55,2964,0.93,50.32,48.74
2020-12-30,Yémen,2097,610,1392,29.09,66.38,4.53
2020-12-30,Kosovo,50910,1325,40425,2.60,79.40,17.99
2020-12-30,Samoa,2,0,2,0.00,100.00,0.00
2020-12-30,Vanuatu,1,0,1,0.00,100.00,0.00
2020-12-30,Viet Nam,1456,35,1323,2.40,90.87,6.73
2020-12-30,Venezuela,113121,1025,107203,0.91,94.77,4.33
2020-12-30,St-Vincent / Grenadines,115,0,89,0.00,77.39,22.61
2020-12-30,Vatican,27,0,15,0.00,55.56,44.44
2020-12-30,Ouzbékistan,76985,614,74789,0.80,97.15,2.05
2020-12-30,Uruguay,18480,174,12996,0.94,70.32,28.73
2020-12-30,États-Unis,19740772,342318,0,1.73,0.00,98.27
2020-12-30,Ouganda,34677,251,11579,0.72,33.39,65.89
2020-12-30,Ukraine,1076880,19058,724143,1.77,67.24,30.99
2020-12-30,Tanzanie,509,21,183,4.13,35.95,59.92
2020-12-30,Taïwan,797,7,666,0.88,83.56,15.56
2020-12-30,Trinité-et-Tobago,7132,126,6628,1.77,92.93,5.30
2020-12-30,Turquie,2194272,20642,2078629,0.94,94.73,4.33
2020-12-30,Tunisie,137216,4620,104980,3.37,76.51,20.13
2020-12-30,Timor-Leste,44,0,32,0.00,72.73,27.27
2020-12-30,Tadjikistan,13296,90,12799,0.68,96.26,3.06
2020-12-30,Thaïlande,6690,61,4212,0.91,62.96,36.13
2020-12-30,Togo,3611,68,3384,1.88,93.71,4.40
2020-12-30,Tchad,2077,104,1703,5.01,81.99,13.00
2020-12-30,Eswatini,9146,184,7062,2.01,77.21,20.77
2020-12-30,Syrie,11344,704,5296,6.21,46.69,47.11
2020-12-30,El Salvador,45960,1327,45960,2.89,100.00,-2.89
2020-12-30,Sao Tomé-et-Principe,1014,17,966,1.68,95.27,3.06
2020-12-30,Soudan du sud,3540,63,3131,1.78,88.45,9.77
2020-12-30,Suriname,6181,121,5694,1.96,92.12,5.92
2020-12-30,Somalie,4714,130,3612,2.76,76.62,20.62
2020-12-30,Sénégal,18945,402,17201,2.12,90.79,7.08
2020-12-30,Saint-Marin,2384,59,2035,2.47,85.36,12.16
2020-12-30,Sierra Leone,2583,76,1891,2.94,73.21,23.85
2020-12-30,Slovénie,119740,2665,97766,2.23,81.65,16.13
2020-12-30,Slovaquie,173228,2065,124427,1.19,71.83,26.98
2020-12-30,Singapour,58569,29,58411,0.05,99.73,0.22
2020-12-30,Suède,437379,8727,0,2.00,0.00,98.00
2020-12-30,Soudan,23316,1468,13524,6.30,58.00,35.70
2020-12-30,Seychelles,256,0,212,0.00,82.81,17.19
2020-12-30,Arabie Saoudite,362601,6214,353682,1.71,97.54,0.75
2020-12-30,Îles Salomon,17,0,5,0.00,29.41,70.59
2020-12-30,Rwanda,8250,86,6369,1.04,77.20,21.76
2020-12-30,Russie,3100018,55692,2499465,1.80,80.63,17.58
2020-12-30,Serbie,334991,3163,0,0.94,0.00,99.06
2020-12-30,Roumanie,627941,15596,554056,2.48,88.23,9.28
2020-12-30,Réunion,8972,42,8496,0.47,94.69,4.84
2020-12-30,Qatar,143621,245,141300,0.17,98.38,1.45
2020-12-30,Paraguay,106958,2242,81034,2.10,75.76,22.14
2020-12-30,Portugal,406051,6830,331016,1.68,81.52,16.80
2020-12-30,Palestine,136736,1371,115127,1.00,84.20,14.80
2020-12-30,Pologne,1281414,28019,1025889,2.19,80.06,17.75
2020-12-30,Pakistan,479715,10105,435073,2.11,90.69,7.20
2020-12-30,Philippines,472532,9230,439509,1.95,93.01,5.04
2020-12-30,Papouasie-Nouvelle-Guinée,780,9,661,1.15,84.74,14.10
2020-12-30,Polynésie Française,16851,114,4842,0.68,28.73,70.59
2020-12-30,Pérou,1010496,37574,951318,3.72,94.14,2.14
2020-12-30,Panama,242744,3975,192601,1.64,79.34,19.02
2020-12-30,Oman,128719,1497,121614,1.16,94.48,4.36
2020-12-30,Nouvelle-Zélande,2162,25,2082,1.16,96.30,2.54
2020-12-30,Népal,260059,1847,251912,0.71,96.87,2.42
2020-12-30,Norvège,49010,436,17998,0.89,36.72,62.39
2020-12-30,Pays-Bas,798592,11417,9389,1.43,1.18,97.39
2020-12-30,Nicaragua,6046,165,4225,2.73,69.88,27.39
2020-12-30,Nigéria,86576,1278,73322,1.48,84.69,13.83
2020-12-30,Niger,3208,102,1767,3.18,55.08,41.74
2020-12-30,Nouvelle-Calédonie,38,0,38,0.00,100.00,0.00
2020-12-30,Mozambique,18485,165,16589,0.89,89.74,9.36
2020-12-30,Namibie,23333,196,19655,0.84,84.24,14.92
2020-12-30,Malaisie,110485,463,87460,0.42,79.16,20.42
2020-12-30,Mexique,1413935,124897,1066771,8.83,75.45,15.72
2020-12-30,Malawi,6471,189,5700,2.92,88.09,8.99
2020-12-30,Maldives,13738,48,13125,0.35,95.54,4.11
2020-12-30,Maurice,527,10,496,1.90,94.12,3.98
2020-12-30,Malte,12665,216,11057,1.71,87.30,10.99
2020-12-30,Mauritanie,14191,339,11095,2.39,78.18,19.43
2020-12-30,Martinique,6072,42,98,0.69,1.61,97.69
2020-12-30,Macao,46,0,46,0.00,100.00,0.00
2020-12-30,Mongolie,1215,1,830,0.08,68.31,31.60
2020-12-30,Birmanie,123740,2664,106121,2.15,85.76,12.09
2020-12-30,Mali,7029,269,4548,3.83,64.70,31.47
2020-12-30,Macédoine,82794,2488,60706,3.01,73.32,23.67
2020-12-30,Îles Marshall,4,0,4,0.00,100.00,0.00
2020-12-30,Madagascar,17714,261,17228,1.47,97.26,1.27
2020-12-30,Saint Martin,961,12,855,1.25,88.97,9.78
2020-12-30,Montenegro,47782,681,38367,1.43,80.30,18.28
2020-12-30,Moldavie,143841,2960,129539,2.06,90.06,7.89
2020-12-30,Monaco,853,3,704,0.35,82.53,17.12
2020-12-30,Maroc,437332,7355,405251,1.68,92.66,5.65
2020-12-30,Libye,99935,1459,71273,1.46,71.32,27.22
2020-12-30,Lettonie,39043,626,27113,1.60,69.44,28.95
2020-12-30,Luxembourg,46415,495,40978,1.07,88.29,10.65
2020-12-30,Lituanie,138219,1422,66485,1.03,48.10,50.87
2020-12-30,Lesotho,3094,51,1480,1.65,47.83,50.52
2020-12-30,Libéria,1779,83,1406,4.67,79.03,16.30
2020-12-30,Sri Lanka,42702,199,34623,0.47,81.08,18.45
2020-12-30,Liechtenstein,2104,39,1810,1.85,86.03,12.12
2020-12-30,Sainte-Lucie,340,5,278,1.47,81.76,16.76
2020-12-30,Liban,177996,1456,126460,0.82,71.05,28.14
2020-12-30,Laos,41,0,40,0.00,97.56,2.44
2020-12-30,Kazakhstan,200443,2761,175558,1.38,87.58,11.04
2020-12-30,Koweït,150298,933,146284,0.62,97.33,2.05
2020-12-30,Corée du Sud,60740,900,42271,1.48,69.59,28.92
2020-12-30,Saint-Kitts-et-Nevis,32,0,29,0.00,90.63,9.38
2020-12-30,Comores,765,9,700,1.18,91.50,7.32
2020-12-30,Cambodge,366,0,361,0.00,98.63,1.37
2020-12-30,Kirghizistan,80843,1354,75624,1.67,93.54,4.78
2020-12-30,Kenya,96251,1667,78475,1.73,81.53,16.74
2020-12-30,Japon,231271,3243,189310,1.40,81.86,16.74
2020-12-30,Jordanie,293067,3815,268843,1.30,91.73,6.96
2020-12-30,Jamaïque,12793,302,10319,2.36,80.66,16.98
2020-12-30,Italie,2083689,73604,1445690,3.53,69.38,27.09
2020-12-30,Islande,5754,29,5578,0.50,96.94,2.55
2020-12-30,Iran,1218753,55095,978714,4.52,80.30,15.17
2020-12-30,Iraq,594442,12808,536348,2.15,90.23,7.62
2020-12-30,Inde,10266674,148738,9860280,1.45,96.04,2.51
2020-12-30,Israël,416584,3307,372285,0.79,89.37,9.84
2020-12-30,Irlande,90157,2226,23364,2.47,25.91,71.62
2020-12-30,Indonésie,735124,21944,603741,2.99,82.13,14.89
2020-12-30,Hongrie,319543,9429,144234,2.95,45.14,51.91
2020-12-30,Haïti,9999,236,8598,2.36,85.99,11.65
2020-12-30,Croatie,208446,3860,196285,1.85,94.17,3.98
2020-12-30,Honduras,120912,3111,56580,2.57,46.79,50.63
2020-12-30,Hong-Kong,8778,147,7722,1.67,87.97,10.36
2020-12-30,Guyana,6319,164,5809,2.60,91.93,5.48
2020-12-30,Guinée-Bissau,2452,45,2397,1.84,97.76,0.41
2020-12-30,Guatemala,137166,4803,125630,3.50,91.59,4.91
2020-12-30,Grèce,137918,4788,93764,3.47,67.99,28.54
2020-12-30,Guinée Équatoriale,5264,86,5123,1.63,97.32,1.04
2020-12-30,Guadeloupe,8620,155,2242,1.80,26.01,72.19
2020-12-30,Guinée,13707,80,13117,0.58,95.70,3.72
2020-12-30,Gambie,3797,124,3664,3.27,96.50,0.24
2020-12-30,Gibraltar,1973,6,1216,0.30,61.63,38.06
2020-12-30,Ghana,54771,335,53594,0.61,97.85,1.54
2020-12-30,Guyane Française,12896,71,9995,0.55,77.50,21.94
2020-12-30,Géorgie,225893,2481,210445,1.10,93.16,5.74
2020-12-30,Grenade,127,0,107,0.00,84.25,15.75
2020-12-30,Royaume-Uni,2438229,72651,4198,2.98,0.17,96.85
2020-12-30,Gabon,9571,64,9388,0.67,98.09,1.24
2020-12-30,France,2701980,64381,193045,2.38,7.14,90.47
2020-12-30,Îles Féroé,605,0,541,0.00,89.42,10.58
2020-12-30,Fidji,49,2,44,4.08,89.80,6.12
2020-12-30,Finlande,35858,556,29000,1.55,80.87,17.57
2020-12-30,Éthiopie,123856,1918,111870,1.55,90.32,8.13
2020-12-30,Espagne,1910218,50689,150376,2.65,7.87,89.47
2020-12-30,Érythrée,1252,1,643,0.08,51.36,48.56
2020-12-30,Égypte,136644,7576,111451,5.54,81.56,12.89
2020-12-30,Estonie,27256,226,17664,0.83,64.81,34.36
2020-12-30,Équateur,211512,14023,184507,6.63,87.23,6.14
2020-12-30,Algérie,99311,2751,66855,2.77,67.32,29.91
2020-12-30,République Dominicaine,169579,2409,130264,1.42,76.82,21.76
2020-12-30,Dominique,88,0,83,0.00,94.32,5.68
2020-12-30,Danemark,161257,1256,122974,0.78,76.26,22.96
2020-12-30,Djibouti,5824,61,5723,1.05,98.27,0.69
2020-12-30,Allemagne,1741153,33230,1345952,1.91,77.30,20.79
2020-12-30,République Tchèque,701622,11429,584483,1.63,83.30,15.07
2020-12-30,Chypre,22019,119,2057,0.54,9.34,90.12
2020-12-30,Cuba,11687,145,10003,1.24,85.59,13.17
2020-12-30,Cap-vert,11793,112,11530,0.95,97.77,1.28
2020-12-30,Costa Rica,168114,2171,131507,1.29,78.22,20.48
2020-12-30,Colombie,1626461,42909,1497180,2.64,92.05,5.31
2020-12-30,Chine,87052,4634,82045,5.32,94.25,0.43
2020-12-30,Cameroun,26277,448,24892,1.70,94.73,3.57
2020-12-30,Chili,606950,16499,575595,2.72,94.83,2.45
2020-12-30,Côte d'Ivoire,22366,137,21909,0.61,97.96,1.43
2020-12-30,Suisse,447905,7594,317600,1.70,70.91,27.40
2020-12-30,Congo (Brazzaville),6908,107,5831,1.55,84.41,14.04
2020-12-30,République Centrafricaine,4963,63,1924,1.27,38.77,59.96
2020-12-30,Rép. Dém. du Congo,17376,584,14658,3.36,84.36,12.28
2020-12-30,Canada,577266,15498,490229,2.68,84.92,12.39
2020-12-30,Belize,10724,242,9689,2.26,90.35,7.39
2020-12-30,Botswana,14700,40,12006,0.27,81.67,18.05
2020-12-30,Bélarus,192361,1414,171901,0.74,89.36,9.90
2020-12-30,Bhoutan,655,0,447,0.00,68.24,31.76
2020-12-30,Bahamas,7857,170,6221,2.16,79.18,18.66
2020-12-30,Brésil,7619200,193875,6814092,2.54,89.43,8.02
2020-12-30,Bolivie,158372,9149,131579,5.78,83.08,11.14
2020-12-30,Brunéi Darussalam,157,3,149,1.91,94.90,3.18
2020-12-30,Saint Barthélemy,184,1,172,0.54,93.48,5.98
2020-12-30,Bénin,3251,44,3061,1.35,94.16,4.49
2020-12-30,Burundi,809,2,687,0.25,84.92,14.83
2020-12-30,Bahreïn,92425,352,90026,0.38,97.40,2.21
2020-12-30,Bulgarie,201220,7515,118335,3.73,58.81,37.46
2020-12-30,Burkina Faso,6631,84,4978,1.27,75.07,23.66
2020-12-30,Belgique,644242,19441,0,3.02,0.00,96.98
2020-12-30,Bangladesh,512496,7531,456070,1.47,88.99,9.54
2020-12-30,Barbade,372,7,312,1.88,83.87,14.25
2020-12-30,Bosnie-Herzégovine,110985,4050,77225,3.65,69.58,26.77
2020-12-30,Azerbaïdjan,217636,2609,180295,1.20,82.84,15.96
2020-12-30,Australie,28405,909,25761,3.20,90.69,6.11
2020-12-30,Autriche,357902,6149,330990,1.72,92.48,5.80
2020-12-30,Argentine,1613928,43163,1426676,2.67,88.40,8.93
2020-12-30,Angola,17433,405,10859,2.32,62.29,35.39
2020-12-30,Arménie,158878,2807,141844,1.77,89.28,8.95
2020-12-30,Albanie,57727,1174,33185,2.03,57.49,40.48
2020-12-30,Antigua-et-Barbuda,158,5,148,3.16,93.67,3.16
2020-12-30,Émirats Arabes Unis,206092,665,183007,0.32,88.80,10.88
2020-12-30,Afghanistan,51405,2181,41612,4.24,80.95,14.81
2020-12-30,Andorre,7983,84,7384,1.05,92.50,6.45
2020-12-29,Andorre,7919,84,7360,1.06,92.94,6.00
2020-12-29,Afghanistan,51350,2179,41543,4.24,80.90,14.85
2020-12-29,Émirats Arabes Unis,204369,662,181400,0.32,88.76,10.92
2020-12-29,Antigua-et-Barbuda,158,5,147,3.16,93.04,3.80
2020-12-29,Albanie,57146,1170,32700,2.05,57.22,40.73
2020-12-29,Arménie,158296,2797,140942,1.77,89.04,9.20
